"code","country","sftgname","africa","agovdem60","agovdem70","agovdem80","assass60","assass70","assass80","blck60","blck70","blck80","cabchg60","cabchg70","cabchg80","compolt60","compolt70","compolt80","constchg60","constchg70","constchg80","corrupti","corruptm","coups60","coups70","coups80","deathsPC60","deathsPC70","deathsPC80","democ60","democ70","democ80","elf60","govtcris60","govtcris70","govtcris80","gunn1","gunn2","gyp60","gyp70","gyp80","latinca","lly60","lly70","lly80","lrgdp60","lrgdp70","lrgdp80","lrgdpsq60","lrgdpsq70","lrgdpsq80","lschool60","lschool70","lschool80","ltelpw60","ltelpw70","ltelpw80","muller","newspaperPC60","newspaperPC70","newspaperPC80","pavroad60","pavroad70","pavroad80","pop60","pop70","pop80","prop90","purges60","purges70","purges80","racialt","radiosPC60","radiosPC70","radiosPC80","revols60","revols70","revols80","riots60","riots70","riots80","roberts","rulelaw80","separt60","separt75","surp60","surp70","surp80","tvPC60","tvPC70","tvPC80","war60","war70","war80","warciv60","warciv70","warciv80","wdiinfmt60","wdiinfmt70","wdiinfmt80","wdilabag60","wdilabag70","wdilabag80","wditfert60","wditfert70","wditfert80"
"AAB","ANTIGUA AND BARBUDA","Antigua & Barbuda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,26.55,NA,NA,NA,NA,2.4605,1.9907
"AFG","AFGHANISTAN","Afghanistan",0,0,1,0,0,2.92454551527e-05,3.05833345919e-05,0.580906748772,0.218055665493,1.05194950104,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0.00298685790039599,0,NA,4,7,NA,0,1,0,0.117647058823529,0.529411764705882,-0.00257149990648,0.0055585000664,-0.0117645002902,0,0.0872460007668,0.164792507887,0.112104997039,6.65286302567,6.63200187683,6.5496506691,44.2605857849,43.9834480286,42.8979225159,0.683096826077,0.548121392727,0.609765529633,NA,NA,NA,0.5,0.00581000000238419,0.00494999997317791,0.00793999992311001,NA,NA,12.5,13843200,15066000,17770800,NA,0,0,0,NA,0.00360465794801712,0.00708880927413702,0.035940982401371,0,0,1,0,0,1,0.646705894258989,NA,NA,NA,NA,NA,NA,0,0.000106199389847461,0.00364598096348345,0,1,1,0,1,1,207,191.533333333333,178.6,69.1411987304687,69.109765625,71.5971908569336,7.07,7.162,6.931
"ALB","ALBANIA","Albania",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,NA,0,0,0,0.00217485870234668,0,0,NA,7,7,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00523560209424079,0.0478300005197525,0.049830000847578,0.0475400015711784,NA,NA,NA,1839200,2411300,2906100,NA,0,0,0,2,0.0560026094317436,0.0780077129602432,0.151199206709862,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.000474119180580601,0.00163687637541443,0.0533240437507629,0,0,0,0,0,0,84.3571428571429,57.8666666666667,35.1866666666667,68.9781120300293,62.2401840209961,56.0545097351074,5.90666666666667,4.67333333333333,3.327
"ALG","ALGERIA","Algeria",0,NA,0,0,0,0,0,0.283062309027,0.606667876244,1.38427865505,NA,0,0,0,0,0,NA,0,0,3.4375,5,NA,0,0,0.674229323863983,0.000120447097287979,0,NA,6,6,0.430000007153,NA,0,0,0.153846153846154,0.153846153846154,0.00508999964222,0.0392604954541,-0.00282500032336,0,0.215038493276,0.589744508266,0.781759977341,7.42416524887,7.49164533615,8.01135540009,55.1182289124,56.12474823,64.1818161011,0.615185678005,0.5877866745,1.05431199074,3.55376625061,3.33876085281,3.95918321609,0.25,0.0136125003919005,0.0192900002002716,0.0298299994319677,NA,NA,53.3333333333333,12087875,16604800,22095200,0.21,NA,0,0,3,0.0897076651453972,0.0894078835844994,0.206171482801437,NA,0,0,NA,0,0,0.480927870864162,2,15,15,-0.058692574501,-0.0511603988707,NA,0.00761093245819211,0.0210841447114944,0.0603935234248638,1,0,0,1,0,0,155,127.733333333333,76.4,58.1058570861816,42.106392288208,31.3302848815918,7.43,7.32333333333333,6.012
"AND","","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANG","ANGOLA","Angola",1,NA,NA,0,NA,0,0,0.206669270992,1.41067552567,NA,NA,NA,0,1,0,0,NA,NA,1,3,8.666667,NA,NA,0,NA,1.3057553768158,0,NA,7,7,0.77999997139,NA,NA,0,1,0.555555555555556,0.0367859974504,-0.0568704977632,0.0217900015414,0,NA,NA,NA,7.1762547493,7.38150167465,6.83303165436,51.4986305237,54.4865684509,46.690322876,NA,NA,NA,1.20636034012,2.12109065056,2.27219057083,NA,NA,0.0209999997168779,0.0135000003501773,NA,NA,12.0689655172414,NA,6950000,8644700,0.47,NA,NA,0,2,NA,0.0174388494342566,0.0369590632617474,NA,NA,0,NA,NA,0,0.755464315903876,NA,NA,NA,NA,NA,NA,NA,0.000431654683779925,0.00431790575385094,1,1,1,0,1,1,193,170.4,145.3,79.8795593261719,77.480549621582,75.5802146911621,6.39,6.63866666666667,7.06
"ARG","ARGENTINA","Argentina",0,0,2,0,1.97000008484e-05,0.000189718179172,0,0.0626439079642,0.488373786211,0.315147519112,0,1,0,0,0,0,0,0,0,3.6875,7.666667,0,1,0,0.00642662029713392,0.17970322072506,0,NA,6,6,0.310000002384,2,4,0,0.0625,0.0625,0.0277440007776,0.0137905003503,-0.0234920009971,1,NA,0.215133503079,0.114119999111,8.12592697144,8.38160228729,8.43685054779,66.0306854248,70.2512588501,71.1804504395,1.79009139538,1.93007111549,2.03208780289,4.59219551086,4.73987531662,5.10650205612,0.272727272727273,0.149829998612404,0.138710007071495,0.133340001106262,NA,NA,27.2727272727273,22406800,25102500,29898800,0.0213,1,0,0,6,0.282726675271988,0.318537980318069,0.490976214408875,2,2,0,1,1,0,NA,2,0,0,NA,-0.0427870228887,-0.0373597741127,0.0698448717594147,0.16005377471447,0.207399860024452,0,1,1,0,1,0,58.5,46.2,30.7,18.4717653274536,14.5937216758728,12.5897699356079,3.07,3.23333333333333,3.119
"ARM","","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,35.6654802322387,24.3806589126587,19.5398349761963,3.93333333333333,2.7994,2.5035
"AUL","AUSTRALIA","Australia",0,0,5,0,7.80000027589e-06,6.62727279632e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1875,10,0,0,0,0,0,0,NA,1,1,0.319999992847,0,0,0,0.0588235294117647,0.0588235294117648,0.0310984998941,0.0179325006902,0.0172899998724,0,0.493537992239,0.501347005367,0.65451002121,8.88239192963,9.20813751221,9.36862564087,78.8968887329,84.7897949219,87.7711486816,2.29556059837,2.40604376793,2.40514159203,5.86116409302,6.21083879471,6.68831300735,0.0135413864227424,0.372819989919662,0.359149992465973,0.281899988651276,NA,NA,50,11280600,13450400,15698900,0.012,0,0,0,5,0.557293057441711,0.965948939323425,1.18666911125183,0,0,0,1,0,0,NA,6,0,0,NA,NA,NA,0.16941474378109,0.28851193189621,0.442597955465317,0,0,0,0,0,0,18.94,14.83,9.58888888888889,9.77407436370849,7.33042893409729,6.05029997825623,3.1393,2.3729,1.888
"AUS","AUSTRIA","Austria",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.25,8,0,0,0,0.00041528238216415,0.000266841001575813,0.000880099600180984,NA,1,1,0.129999995232,1,1,1,0,0,0.0373929962516,0.0377875007689,0.0190085005015,0,0.53900551796,0.608042955399,0.794335007668,8.40648460388,8.8218793869,9.17118358612,70.6689834595,77.825553894,84.1106109619,1.53686726093,1.93441581726,1.97685492039,5.01845645905,5.74632167816,6.43115520477,0.0028490028490028,0.241439998149872,0.319599986076355,0.357699990272522,NA,NA,100,7224000,7495100,7574900,NA,0,0,0,6,0.426425814628601,0.470093786716461,0.554291129112244,0,0,0,1,0,0,NA,6,0,0,-0.017960222438,-0.0243236590177,-0.0466890260577,0.102888979017735,0.323548704385757,0.427992314100266,0,0,0,0,0,0,29.72,20.98,11.09,19.5376888275147,12.4571921348572,8.90654516220093,2.6932,1.8894,1.527
"AZE","","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6666666666667,41.5713237762451,34.661018371582,33.042045211792,5.27333333333333,3.9918,2.97
"BAH","","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00805555563420057,0.0450000017881393,NA,NA,NA,NA,267555.555555556,401600,NA,NA,NA,NA,NA,NA,0.318936884403229,0.464143425226212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142649501562119,0.379499495029449,NA,NA,NA,NA,NA,NA,94,57.0666666666667,34,10.4583656311035,5.65287432670593,3.00919501781464,7.07,6.11466666666667,4.728
"BAR","BARBADOS","Barbados",0,NA,0,0,0,0,0,NA,0.0816455706954,0.0904953852296,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,0.219999998808,NA,0,0,0,0,0.0573719963431,0.0301279965788,0.0164759997278,1,0.307182490826,0.488877475262,0.46781000495,8.14409828186,8.65886592865,8.87122440338,66.3263397217,74.9759597778,78.6986236572,1.87180221081,2.30856728554,2.04640173912,NA,5.40247631073,NA,NA,NA,NA,NA,NA,NA,93.9468638729115,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,-0.0327932350338,-0.0364056751132,NA,NA,NA,0,0,0,0,0,0,53.5,32.7333333333333,14.5071428571429,21.8952436447144,13.6623986244202,8.36144003868103,3.855,2.65133333333333,1.899
"BEL","BELGIUM","Belgium",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,5.625,9.75,0,0,0,0.000637938210275024,0.00729769468307495,0.0010108157293871,NA,1,1,0.550000011921,0,1,2,0,0.45,0.0425800047815,0.0321770012379,0.0179475005716,0,0.595260977745,0.566422462463,0.558354973793,8.55775928497,8.969414711,9.25903511047,73.235244751,80.4504013062,85.7297286987,2.12345838547,2.1644718647,2.28136134148,5.26927709579,5.80620002747,6.33453178406,0.455337690631808,0.278730005025864,0.250140011310577,0.238179996609688,NA,NA,95.9934008955927,9405300,9729100,9893000,NA,0,0,0,3,0.438890844583511,0.621352434158325,0.749661386013031,0,0,0,0,0,0,NA,6,38,37,-0.0265800207853,-0.0451595820487,-0.0999084636569,0.0853880271315575,0.293603718280792,0.405023753643036,0,0,0,0,0,0,25.35,16.6,10.28,6.43674507141113,3.92267036437988,2.81011002063751,2.5324,1.8824,1.5827
"BEN","BENIN","Benin",1,1,1,0,NA,0,0,0.000999500392936,0.0126026086509,0.0247467365116,0,1,1,0,0,0,1,1,0,NA,NA,0,0,0,0.0145666422322392,0.00426383269950747,0,NA,7,7,0.620000004768,0,1,0,1,0.479166666666667,0.00417000008747,-0.00396999996156,-0.00162300048396,0,0.0705000013113,0.1919849962,0.111100003123,6.98007583618,6.99393320084,6.97354316711,48.7214584351,48.9151000977,48.6303024292,NA,NA,0.500775277615,NA,1.70833039284,NA,0.666666666666667,0.00118999998085201,0.000469999999040738,0.000620000006165355,NA,NA,10.4477611940298,2334100,3048900,3990400,NA,0,0,0,NA,0.0150807593017817,0.0440158732235432,0.0729751437902451,0,0,0,0,0,0,0.6497625,NA,NA,NA,NA,NA,NA,0,0.000204991971259005,0.00386302126571536,0,0,0,0,0,0,168,138.333333333333,115.8,83.2521171569824,75.2359321594238,65.6204849243164,6.835,6.98133333333333,6.92
"BFO","BURKINA FASO","Burkina Faso",1,NA,NA,NA,0,0,0,0.000999500392936,0.0126026086509,0.0247467365116,NA,NA,NA,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,0,0,0,NA,3,6,0.680000007153,NA,NA,NA,NA,0.462365591397849,0.0121644996107,0.0119834998623,0.0232020001858,0,0.0553589984775,0.150934994221,0.103059999645,NA,5.98393630981,6.13772726059,NA,35.8074951172,37.6716957092,NA,NA,NA,NA,0.14332947135,NA,0.4,0.00044000000343658,0.000490000005811453,0.00028000000747852,NA,NA,12.1951219512195,4821800,6035600,7821800,NA,NA,NA,NA,NA,0.01153096370399,0.0166346337646246,0.0192410945892334,NA,NA,NA,NA,NA,NA,0.644506968579424,NA,NA,NA,NA,0.00104200828355,-0.00329520506784,5.64104702789336e-05,0.000259460532106459,0.0041558207012713,0,0,0,0,0,0,154,135.133333333333,114.8,91.9168830871582,92.0755226135254,92.3052558898926,7,7.16666666666667,7.38
"BHM","BAHAMAS, THE","Bahamas",0,NA,NA,0,NA,NA,NA,NA,0.110441036522,0.169470846653,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,-0.0230563730001,-0.0262820832431,NA,NA,NA,0,0,0,0,0,0,47.75,29.3125,25.3666666666667,13.7104279518128,6.74349217414856,5.52887997627258,3.58,3.41333333333333,2.865
"BHU","BHUTAN","Bhutan",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,4,4,NA,NA,NA,0,0.4375,0.4375,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.99999984842725e-05,NA,NA,32.1428571428571,NA,429777.777777778,531800,NA,NA,NA,0,NA,NA,0.0100827300921082,0.0287702139467001,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,-0.0290477052331,NA,0,0,0,0,0,0,0,0,NA,NA,NA,94.8984916687012,94.5948257446289,94.2968200683594,NA,NA,NA
"BLR","","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,45.9049781799316,30.5600944519043,22.9577348709107,2.525,2.28033333333333,2.11166666666667
"BLZ","BELIZE","Belize",0,NA,NA,NA,NA,NA,NA,NA,0.180875331163,0.312248766422,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,0.409090909090909,0.409090909090909,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2743362831858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14014313417e-05,NA,NA,NA,0,0,0,0,0,0,NA,NA,54.6666666666667,41.4055305480957,39.3918964385986,36.2427146911621,5.83533333333333,6.66,5.02666666666667
"BNG","BANGLADESH","Bangladesh",0,NA,NA,0,NA,2.94444453175e-06,1.84999998964e-06,NA,0.630445182323,0.805726468563,NA,NA,0,0,0,0,NA,NA,0,0,4,NA,NA,0,NA,0.0198987107723951,0,NA,2,3,NA,NA,NA,0,0,0,0.0140289999545,0.00186349987052,0.00581499980763,0,NA,0.0792300030589,0.241530001163,6.43133115768,6.46458816528,6.50876903534,41.3620185852,41.7909011841,42.364074707,0.582215607166,0.609765529633,0.985816776752,NA,NA,NA,NA,NA,0.00240000011399388,0.00500999996438622,NA,NA,51.7857142857143,NA,74879222.2222222,96497800,0.1269,NA,NA,0,3,NA,0.0107313552871346,0.0343842022120953,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,-0.00153642671648,0.00368227739818,NA,0.000399161304812878,0.00253373640589416,0,1,0,0,0,0,145,139,121.7,84.0818748474121,77.6823486328125,69.5460548400879,6.795,6.76533333333333,5.59
"BOL","BOLIVIA","Bolivia",0,1,3,2,6.88909058226e-05,6.20545470156e-05,2.91333326459e-05,0.143373966217,0.156574100256,0.392241805792,1,3,2,0,0,0,0,0,0,1.25,NA,0,1,1,0.224600091576576,0.0520866960287094,0,NA,5,7,0.680000007153,0,7,2,0.558823529411765,0.558823529411765,0.0269355010241,0.0164689999074,-0.0330854989588,1,0.0639510005713,0.151852488518,0.071795001626,7.04053640366,7.36391353607,7.51479959488,49.569152832,54.2272224426,56.4722137451,1.40854489803,1.53901541233,1.60341989994,2.56311845779,2.78156757355,3.81830883026,0.6,0.0281799994409084,0.0359999984502792,0.0461999997496605,NA,NA,2.63157894736842,3682100,4646100,6051500,0.63,0,1,0,3,0.0837565511465073,0.251135349273682,0.583491683006287,0,3,1,3,3,1,NA,1,0,0,-0.0307958703488,-0.0414702147245,-0.143931135535,0,0.0133516285568476,0.0728414431214333,0,0,0,0,0,0,160.5,145.133333333333,103.6,55.2727355957031,54.0896213531494,50.1441253662109,6.595,6.27466666666667,5.23
"BOS","","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,48.8,24.7,57.9268955230713,40.4903583526611,20.2557550430298,3.49,2.572,1.939
"BOT","BOTSWANA","Botswana",1,NA,0,0,0,0,0,0.0737041458488,0.136517226696,0.163202345371,NA,0,0,0,0,0,NA,0,0,3.916667,NA,NA,0,0,0,0.00143163918983191,0,NA,3,2,0.509999990463,NA,0,0,0.25,0.25,0.034607000649,0.109848000109,0.0703089982271,0,NA,0.1542250067,0.290710002184,6.1612071991,6.76041460037,7.53955888748,37.9604759216,45.7032051086,56.8449478149,0.81977981329,0.850150942802,1.19088757038,NA,2.63028359413,3.3067920208,0.5,0.0175000000745058,0.0199299994856119,0.017230000346899,NA,NA,16.6666666666667,602250,698500,1064100,0.036,NA,0,0,4,0.00913241971284151,0.0665712207555771,0.109482191503048,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,-0.0597099550068,0.112059719861,0,0,0.00385490083135664,0,0,0,0,0,0,109,86.2666666666667,62.4,88.4016525268554,74.1999145507813,56.2050197601318,6.9,6.83333333333333,6.165
"BRA","BRAZIL","Brazil",0,0,2,0,1.94545464183e-06,0,0,0.16140088439,0.148088365793,0.38799571991,0,0,0,0,0,0,0,0,0,3.875,5.75,0,0,0,0.000863883295096457,0.000407912739319727,0,NA,5,4,0.070000000298,0,3,0,0.032258064516129,0.032258064516129,0.0285665020347,0.0592040009797,0.00794900022447,1,0.0831084996462,0.206748992205,0.095689997077,7.24708080292,7.83991956711,8.41161060333,52.5201797485,61.46434021,70.7551956177,1.29198372364,1.36609172821,1.38128185272,3.27079534531,3.64903759956,4.66460609436,0.0886075949367089,0.0414000004529953,0.0422299988567829,0.0482599996030331,NA,NA,8.12182741116751,79871900,105414700,129955200,0.0615,1,1,0,5,0.0747046172618866,0.082781620323658,0.257878869771957,1,0,0,3,0,0,NA,4,0,0,-0.0403220504522,-0.00380988162942,-0.0844743251801,0.0281701069325209,0.0882348492741585,0.177907466888428,0,0,1,0,0,1,104.5,86.8666666666667,60.4,48.8355434417725,41.1658603668213,30.4388942718506,5.765,4.65733333333333,3.525
"BRU","BRUNEI","Brunei",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,5,NA,NA,NA,0,NA,NA,NA,NA,6,6,NA,NA,NA,0,0.5,0.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,61.5,44.6,13.3,23.3235725402832,8.70262718200684,3.51180002689362,6.33,5.13866666666667,3.7
"BUI","BURUNDI","Burundi",1,NA,0,0,0,2.60181823251e-05,0,0.182060867548,0.180727720261,0.180703297257,NA,0,0,1,1,1,NA,0,0,NA,NA,NA,0,0,0.0353097952902317,22.1471519470215,0,NA,7,7,0.0399999991059,NA,0,0,0,0,0.0144019993022,0.0486340001225,0.0192994996905,0,0.0510234981775,0.113825000823,0.161639988422,6.15909528732,5.90808296204,6.17794418335,37.9344558716,34.9054450989,38.1669960022,NA,NA,NA,0.371071487665,1.06379914284,NA,NA,9.99999974737875e-05,0.00022000000171829,0.000760000024456531,NA,NA,6.96517412935323,3002000,3691400,4558800,1.01,NA,0,0,NA,0.0199866760522127,0.0271170828491449,0.0515047833323479,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0.00621437234804,-0.00195995601825,0,0,0.000136439412017353,0,1,1,0,1,1,144.5,134.066666666667,116.4,94.1725364685059,93.2345069885254,92.3193748474121,6.8,6.8,6.8
"BUL","BULGARIA","Bulgaria",0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3.833333,NA,0,0,0,0.000122518991702236,0,0,NA,7,7,NA,0,0,0,0.111111111111111,0.111111111111111,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.193000003695488,0.220100000500679,0.307379990816116,NA,NA,91.3173652694611,8162000,8676200,8844200,0.09,0,0,0,4,0.253724575042725,0.363949656486511,0.419936239719391,0,0,0,2,0,0,NA,NA,8,4,NA,NA,NA,0.0230907872319221,0.207501441240311,0.249315932393074,0,0,0,0,0,0,34.37,24.7333333333333,16.35,46.6548141479492,27.7927110671997,16.974825000763,2.1918,2.171,1.984
"CAM","CAMBODIA","Cambodia",0,0,5,0,NA,NA,NA,0.70928812027,1.109770298,1.5953258276,1,1,0,0,1,0,0,1,0,NA,NA,0,1,0,0.0220478139817715,7.14212512969971,0,NA,6,7,NA,0,4,0,0.0625,0.0625,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0.0113700004294515,0.0087500000372529,NA,NA,NA,19.7368421052632,6077700,7805800,7449400,NA,0,0,0,NA,0.00904947612434626,0.0215480793267488,0.102410934865475,0,3,1,0,5,0,0.242519124862481,NA,NA,NA,NA,NA,NA,0.00225562299601734,0.0042236540466547,0.00671033887192607,0,1,1,0,1,0,135,201.533333333333,158.3,81.1022064208984,77.6716812133789,74.9116798400879,6.255,5.14533333333333,4.94
"CAN","CANADA","Canada",0,0,1,0,8.52727316669e-06,8.52727316669e-06,0,0,0,0,0,0,1,0,0,0,0,0,0,6,10,0,0,0,0.000307802809402347,0.000177189504029229,0,NA,1,1,0.75,0,5,0,0.0925925925925926,0.333333333333333,0.0357630029321,0.0349734984338,0.0218519996852,0,0.386376976967,0.537531495094,0.638915002346,8.95648002625,9.27500343323,9.5301027298,80.218536377,86.0256881714,90.8228607178,2.20497226715,2.25654125214,2.41233587265,6.21435546875,6.60440301895,6.90039157867,0.328824410139914,0.217899993062019,0.226150006055832,0.226140007376671,NA,NA,29.3478260869565,19493000,22574700,25114200,0.279,0,0,0,3,0.559246897697449,0.715965211391449,0.887720882892609,1,0,0,1,1,0,NA,6,28,28,-0.00968611706048,-0.0268914792687,-0.0431608073413,0.264813005924225,0.388054996728897,0.539073526859283,0,0,0,0,0,0,24.19,14.66,8.31,10.5612692832947,7.2648777961731,5.02719006538391,3.142,1.96085714285714,1.69555555555556
"CAO","CAMEROON","Cameroon",1,0,0,0,0,0,0,0.000999500392936,0.0126026086509,0.0247467365116,1,1,1,0,0,0,1,0,0,2.1875,7,0,0,0,0.101228259503841,0.000271591532509774,0,NA,6,6,0.889999985695,0,0,0,1,0.818181818181818,0.00192550034262,0.0355464965105,0.0141890002415,0,0.143331497908,0.1768425107,0.200515002012,6.6012301445,6.93049478531,7.32317066193,43.5762405396,48.0317573547,53.6288299561,NA,NA,1.01523065567,0.814144074917,1.23323976994,NA,0.7,0.00271999998949468,0.00406000018119812,0.00779999978840351,NA,NA,6.25,5324600,7364000,9929600,0.69,0,0,0,3,0.0205837059766054,0.0380363948643208,0.115241296589375,0,0,0,0,0,0,NA,3,20,20,NA,-0.00363418622874,-0.0142474425957,0,0,0.000679382879752666,1,0,0,0,0,0,145,115.6,83.8,87.4105056762695,80.0636360168457,71.6437698364258,5.15,6.08666666666667,6.26
