"code","country","sftgname","africa","agovdem60","agovdem70","agovdem80","assass60","assass70","assass80","blck60","blck70","blck80","cabchg60","cabchg70","cabchg80","compolt60","compolt70","compolt80","constchg60","constchg70","constchg80","corrupti","corruptm","coups60","coups70","coups80","deathsPC60","deathsPC70","deathsPC80","democ60","democ70","democ80","elf60","govtcris60","govtcris70","govtcris80","gunn1","gunn2","gyp60","gyp70","gyp80","latinca","lly60","lly70","lly80","lrgdp60","lrgdp70","lrgdp80","lrgdpsq60","lrgdpsq70","lrgdpsq80","lschool60","lschool70","lschool80","ltelpw60","ltelpw70","ltelpw80","muller","newspaperPC60","newspaperPC70","newspaperPC80","pavroad60","pavroad70","pavroad80","pop60","pop70","pop80","prop90","purges60","purges70","purges80","racialt","radiosPC60","radiosPC70","radiosPC80","revols60","revols70","revols80","riots60","riots70","riots80","roberts","rulelaw80","separt60","separt75","surp60","surp70","surp80","tvPC60","tvPC70","tvPC80","war60","war70","war80","warciv60","warciv70","warciv80","wdiinfmt60","wdiinfmt70","wdiinfmt80","wdilabag60","wdilabag70","wdilabag80","wditfert60","wditfert70","wditfert80"
"CAP","CAPE VERDE","Cape Verde",1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,5,6,NA,NA,NA,0,0.375,0.375,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7025089605735,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,98.5,79.3333333333333,63.2,52.412718963623,42.1529006958008,33.9182046890259,7,6.9,5.695
"CEN","CENTRAL AFRICAN REPUBLIC","Central African Republic",1,0,0,0,0,0,0,0.000999500392936,0.0126026086509,0.0247467365116,1,1,1,0,0,0,1,0,0,NA,NA,0,0,0,0.00146327191032469,0,0,NA,7,7,0.689999997616,0,0,0,1,0.666666666666667,0.00329950009473,0.00219750008546,-0.0155899999663,0,0.0776415020227,0.173482507467,0.178045004606,6.6920838356,6.73815250397,6.65929412842,44.7839851379,45.4026985168,44.3461990356,NA,0.29266962409,0.593326866627,0.422034621239,NA,NA,NA,0.000380000012228265,0.00023999999393709,0.000199999994947575,NA,NA,3.03030303030303,1366800,1933100,2548900,NA,0,0,0,NA,0.021949078887701,0.0349180065095425,0.0437835939228535,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,6.1041850131005e-05,0.00136490247678012,0,0,0,0,0,0,158.5,131.066666666667,110.4,91.6589935302734,87.2012565612793,82.730135345459,5.675,5.77266666666667,5.71
"CHA","CHAD","Chad",1,0,0,0,0,4.32636370533e-05,0,0.000999500392936,0.0126026086509,0.0247467365116,1,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0.538880288600922,0.121920749545097,0,NA,6,6,0.829999983311,0,0,0,0.7,0.7,-0.00806949939579,-0.0299915000796,0.00716949952766,0,0.114339999855,0.115882501006,0.225154995918,6.66568374634,6.60665035248,6.21660614014,44.4313392639,43.6478271484,38.6461906433,NA,NA,NA,-0.0881305113435,0.84693723917,0.899835169315,0.464285714285714,0.000289999996311963,0.000609999988228083,0.00387999997474253,NA,NA,NA,3288300,4002600,5019900,1,0,0,0,NA,0.00818051863461733,0.0943636670708656,0.211518153548241,0,1,1,1,0,0,0.636715976331361,NA,NA,NA,NA,-0.0241957530379,NA,0,1.87378209375311e-05,0.000151995060150512,0,0,1,0,0,1,184,163.733333333333,140.1,94.2222366333008,90.4778121948242,85.8890449523926,6.025,5.96466666666667,5.89
"CHL","CHILE","Chile",0,0,1,0,1.91272720258e-05,8.86727284524e-05,5.85999987379e-05,0.263519227505,0.361878275871,0.16037158668,0,1,0,0,0,0,0,0,0,3.3125,9.25,0,0,0,0.00214459327980876,0.0685164108872414,0.00647243717685342,NA,1,6,0.140000000596,0,1,0,0,0,0.022046001628,0.00558050023392,0.0187129992992,1,0.0848070010543,0.171698987484,0.176115006208,8.04012489319,8.27257061005,8.35090255737,64.6436080933,68.4354248047,69.7375717163,1.79175949097,1.85316812992,1.94448053837,3.81594371796,4.24261569977,4.42871379852,0.0625,0.11106999963522,0.091889999806881,0.171399995684624,NA,NA,13.2075471698113,8393200,10012200,11845100,0.0823,0,0,0,5,0.138993471860886,0.182667151093483,0.310558795928955,0,1,0,0,2,0,NA,5,0,0,-0.0192681513727,-0.0311225801706,-0.00230156374164,0.0107467947527766,0.0711731687188148,0.148474901914597,0,1,1,0,1,1,99,63.6666666666667,23.7,27.5367149353027,22.6543703079224,19.9142749786377,4.86,3.49466666666667,2.782
"CHN","CHINA","China",0,1,2,2,NA,NA,NA,0.724583685398,0.237156942487,0.394905388355,0,NA,0,0,0,0,0,0,0,3.583333,NA,0,0,0,0.00316487089730799,2.18949444388272e-05,0,NA,7,6,NA,0,1,0,0.0695652173913044,0.0695652173913044,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294520547945205,0.0313857160508633,NA,0.0368199981749058,NA,NA,50,749161700,913452900,1047288800,0.0184,0,0,0,4,0.0121131390333176,0.0218511540442705,0.109243981540203,0,0,0,2,1,0,0.499654795659139,NA,NA,NA,NA,NA,-0.00765853235498,0.000101255842309911,0.000466515572043136,0.0106780482456088,1,0,1,1,0,1,105.3,51.5,39.4285714285714,81.1494140625,76.5660575866699,73.3473846435547,5.841,3.797,2.47952380957143
"COL","COLOMBIA","Colombia",0,1,1,0,0,1.83272732102e-05,4.37666676589e-05,0.062978759408,0.0628225132823,0.10483391583,1,1,1,0,0,0,0,0,0,3,4.5,0,0,0,0.0809803009033203,0.00361357675865293,0,NA,2,2,0.0599999986589,0,4,0,0.0149253731343284,0.0149253731343283,0.0190309993923,0.0374015010893,0.0150924995542,1,0.203490495682,0.200948506594,0.136745005846,7.53583049774,7.77779245377,8.111328125,56.7887420654,60.4940567017,65.7936401367,1.3029127121,1.41342306137,1.65441131592,3.60943889618,4.48511552811,4.6991147995,0.133333333333333,0.0577200017869473,0.0593699999153614,0.0577999986708164,NA,NA,9.80392156862745,17806800,23522400,29294300,0.0746,0,0,0,6,0.133398473262787,0.114669419825077,0.1392762362957,0,0,0,2,1,0,NA,2,0,0,-0.00868865381926,-0.00720040826127,-0.0255263857543,0.0190208237618208,0.0614138022065163,0.0953086465597153,1,0,1,1,0,1,87,64.8666666666667,38.5,46.1872222900391,40.9576461791992,34.0230503082275,6.48,4.708,3.449
"COM","COMOROS","Comoros",1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0.0533584430813789,0,NA,4,5,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,27.9761904761905,NA,318600,403700,NA,NA,NA,0,NA,NA,0.0646578818559647,0.123606637120247,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.000244821101659909,0.000282387918559834,0,0,0,0,0,0,NA,138,102.8,84.7461273193359,82.0816703796387,79.1542701721191,NA,7.2,7
"CON","CONGO","Congo-Brazzaville",1,NA,0,0,0.000160536365001,0.000199700007215,0,0.068631015718,0.00147471844684,0.0168461464345,1,1,0,0,0,0,1,1,0,3,NA,0,0,0,0.494584828615189,0.0871108248829842,0,NA,7,7,0.660000026226,NA,0,0,1,0.347826086956522,0.0167030002922,0.0324104987085,0.0313600003719,0,0.191208004951,0.181165993214,0.0702650025487,6.99576616287,7.3588309288,7.57455825806,48.9407424927,54.1523933411,57.3739318848,NA,NA,1.18784344196,4.14021110535,2.72310256958,2.79209303856,NA,0.00103000004310161,0.000469999999040738,0.00387999997474253,NA,NA,5.71428571428571,831000,1239800,1886000,0.115,NA,0,0,NA,0.0368231050670147,0.0629133731126785,0.0735949128866196,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.000323706364724785,0.00211566383950412,0.00310074235312641,0,0,0,0,0,0,120,95.6666666666667,86.6,67.2722213745117,62.5541618347168,53.881095123291,5.65,5.97333333333333,6.261
"COS","COSTA RICA","Costa Rica",0,0,0,0,0,0,0,0.149354711175,0.180785045028,0.670843243599,0,1,0,0,0,0,0,0,0,5,NA,0,0,0,0.000681431032717228,0,0,NA,1,1,0.070000000298,0,0,0,0,0,0.0225725006312,0.0360215008259,-0.00126749987248,1,0.194021999836,0.263415515423,0.376105010509,7.67786359787,8.00869846344,8.28953933716,58.9495887756,64.139251709,68.7164611816,1.49738836288,1.52822780609,1.75958061218,3.24727058411,4.24747896194,5.21989679337,0.142857142857143,0.0735599994659424,0.100000001490116,0.106519997119904,NA,NA,14.6551724137931,1467500,1953000,2539600,0.015,1,0,0,6,0.073253832757473,0.074910394847393,0.202905967831612,0,0,0,0,0,0,NA,4,0,0,NA,-0.0342262797058,-0.0246480926871,0.0285655874758959,0.0705069154500961,0.0912742167711258,0,0,0,0,0,0,74.71,40.06,18.39047619,47.3459030151367,39.1272163391113,30.8365098953247,6.375,4.3848,3.486
"CRO","","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0333333333333,16.46,57.6221538543701,38.1839641571045,20.7504402160645,NA,NA,1.78625
"CUB","","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096017025411129,0.00209285668097436,0.000331335380906239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0910699963569641,0.0945999994874001,0.117140002548695,NA,NA,NA,7519500,9078500,10060300,NA,NA,NA,NA,NA,0.17615532875061,0.203040152788162,0.296919584274292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0699514597654343,0.0566942766308784,0.155959561467171,NA,NA,NA,NA,NA,NA,38.71,27.85,15.35,33.138578414917,27.0779245376587,21.0468149185181,4.481,3.16546666666667,1.954
"CYP","CYPRUS","Cyprus",0,0,0,0,0.000306472735247,0.000594672746956,0,0.0167587846518,0.0601850636303,0.0520677566528,0,1,1,0,0,0,1,0,0,3,NA,0,0,0,0.742167890071869,1.48454916477203,0,NA,2,3,0.34999999404,0,1,0,NA,NA,0.0676420032978,0.0378569997847,0.0463425032794,0,0.499953001738,0.69272851944,0.682085037231,7.62021493912,8.29304885864,8.659907341,58.0676765442,68.7746582031,74.9939956665,1.66581821442,1.88099062443,2.09801793098,3.99704551697,4.83414649963,5.62002515793,0.25,0.119869999587536,0.114600002765656,0.112659998238087,NA,NA,43.2737535277516,596900,627800,676900,NA,0,0,0,2,0.221477627754211,0.285919070243835,0.30624908208847,0,0,0,0,0,0,NA,NA,NA,NA,NA,-0.0421115159988,-0.0487250983715,0.0274417828768492,0.138787835836411,0.236098393797874,0,1,0,0,0,0,29,26,14.6,40.3539138793945,32.6136863708496,19.942945098877,3.1,2.44,2.39875
"CZE","","Czechoslovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00184724689461291,0.000135337220854126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275620013475418,0.285349994897842,0.358150005340576,NA,NA,NA,14075000,14777900,15476000,NA,NA,NA,NA,NA,0.267616331577301,0.354380518198013,0.504490852355957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140085250139236,0.286082595586777,0.395257174968719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CZR","CZECHOSLOVAKIA, FORMER","Czech Republic",0,3,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,4,NA,0,0,0,NA,NA,NA,NA,7,7,NA,0,2,0,0.0764331210191083,0.363057324840764,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,NA,NA,NA,NA,NA,13.2075471698113,NA,NA,NA,0.3504,5,2,0,3,NA,NA,NA,1,1,0,4,1,0,NA,NA,31,32,NA,NA,-0.00645579351112,NA,NA,NA,0,0,0,0,0,0,20.95,19.4866666666667,12.8933333333333,21.4765645980835,15.1143109321594,12.2647850990296,2.075,2.2539,1.9644
"DEN","DENMARK","Denmark",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9.25,0,0,0,0,0,0,NA,1,1,0.0500000007451,0,0,0,0,0,0.0392755009234,0.0205060001463,0.0159764997661,0,0.470212489367,0.427958995104,0.514109969139,8.68270778656,9.05438804626,9.24203300476,75.3894119263,81.9819412231,85.4151763916,NA,NA,NA,5.89930057526,6.28087806702,6.90773677826,0.0600000000000001,0.350210011005402,0.359250009059906,0.358929991722107,NA,NA,100,4741600,5040900,5126800,NA,0,0,0,6,0.451345533132553,0.691463828086853,0.923656105995178,0,0,0,0,0,0,NA,6,0,0,0.0103454561904,0.00788024440408,-0.0165181048214,0.224396824836731,0.418675243854523,0.517340242862701,0,0,0,0,0,0,18.38,10.9,7.99,14.6753788948059,9.16122455596924,6.31669497489929,2.4597,1.8432,1.4794
"DJI","DJIBOUTI","Djibouti",1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4,2,NA,NA,NA,0,1,0.428571428571428,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,16.8,NA,250666.666666667,387100,NA,NA,NA,0,NA,NA,0.0638297870755196,0.0661327838897705,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0336339510977,NA,0.0400930866599083,0.034577626734972,0,0,0,0,0,0,172.5,151.933333333333,129.1,NA,NA,NA,6.6,6.6,6.456
"DMA","DOMINICA","Dominica",0,0,1,0,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,2,2,NA,0,2,0,0.777777777777778,0.222222222222222,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58719229698,1.58923518658,1.68824911118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,25.5571428571429,15.3583333333333,NA,NA,NA,NA,5.5,3.24266666666667
"DOM","DOMINICAN REPUBLIC","Dominican Republic",0,NA,NA,0,0.000118109092,1.99909081857e-05,0,0.249337375164,0.261819511652,0.350173860788,NA,NA,1,0,0,0,NA,NA,0,3,6.5,NA,NA,0,1.1775883436203,0.0319660156965256,0.00213019759394228,NA,3,2,0.0399999991059,NA,NA,0,0,0,0.0154674993828,0.0532159991562,0.00318350014277,1,0.160849511623,0.222463488579,0.243364989758,7.11232757568,7.39203166962,7.72532987595,50.5852050781,54.6421318054,59.680721283,1.21787571907,1.35325443745,1.5496878624,2.52548074722,3.07117438316,3.97230195999,0.00332225913621265,0.0275999996811152,0.0415400005877018,0.0350599996745586,NA,NA,28.4122562674095,3578500,4661200,6259200,0.087,NA,NA,0,4,0.0386754237115383,0.0402256920933723,0.0959547534584999,NA,NA,0,NA,NA,0,NA,3,0,0,-0.0219134632498,-0.0102493166924,-0.0158480908722,0.0130222160369158,0.0439371839165688,0.0730396881699562,1,0,0,1,0,0,111,92.1333333333333,64,56.5454456329346,40.6581726074219,28.9456499099731,7,5.46,3.81
"DRV","","Vietnam, North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0539689548313618,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00604999996721745,0.00930000003427267,NA,NA,NA,18547700,32960200,58968100,NA,NA,NA,NA,NA,NA,0.0758414715528488,0.0929315984249115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106188673526049,0.0330008938908577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ECU","ECUADOR","Ecuador",0,0,1,0,0,0,0,0.152634948492,0.0740106925368,0.31256711483,1,0,0,0,0,0,0,1,0,3.1875,5.5,0,0,0,0.014152055606246,0.00828267633914948,0.000739253999199718,NA,7,2,0.52999997139,0,2,0,0.285714285714286,0.285714285714286,0.00328349997289,0.0646874979138,-0.0011410000734,1,0.166444510221,0.202563494444,0.185959994793,7.28687620163,7.50549221039,8.05769443512,53.0985641479,56.3324127197,64.9264373779,1.37371563911,1.41098690033,1.85629796982,2.55589556694,3.42120432854,4.14514732361,0.2,0.0487300008535385,0.0468299984931946,0.0809499993920326,NA,NA,16.9117647058824,5087600,6761100,9018100,0.35,0,0,0,4,0.0382891744375229,0.0650337934494019,0.251372247934341,0,1,0,0,1,0,NA,4,0,0,-0.0270399507135,-0.0177802126855,-0.0147804170847,0.00843226630240679,0.0352308042347431,0.0649634599685669,0,0,0,0,0,0,113,89.9333333333333,59.7,55.2056720733642,45.7897705078125,36.8396297454834,6.8,5.90333333333333,4.405
"EGY","EGYPT","Egypt",0,0,0,0,3.09090910378e-06,2.56363637163e-06,0,0.643497467041,0.249553903937,-0.00642785103992,1,0,1,0,0,0,0,0,1,1.6875,3.25,0,0,0,0.000684387749060988,0.00320428563281894,0,NA,6,5,0.0399999991059,0,1,0,0.0178571428571429,0.0178571428571429,0.0317305028439,0.041223000735,0.0263634994626,0,0.368164002895,0.182902500033,0.837454974651,6.32256507874,6.67834234238,7.32778072357,39.9748306274,44.6002578735,53.6963691711,NA,NA,NA,2.85551452637,3.11788320541,3.1355073452,0.0344827586206896,0.0218199994415045,0.0280200000852346,0.0446799993515015,NA,NA,67.3913043478261,29223200,36513600,46661300,0.085,0,0,0,4,0.0820615142583847,0.138126611709595,0.22909776866436,0,0,0,0,0,0,0.00511203878528232,1,0,0,NA,-0.17210316658,-0.0902758985758,0.00928029790520668,0.0216275583952665,0.0804628282785416,1,1,0,0,0,0,172.5,146.333333333333,100.7,55.2840270996094,54.1955543518066,49.5314605712891,6.815,5.586,4.777
"EQG","EQUATORIAL GUINEA","Equatorial Guinea",1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,6,7,NA,NA,0,0,1,0.25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00455000018700957,0.00535000022500753,0.0057600000873208,NA,NA,NA,283500,290700,309700,NA,NA,0,0,NA,0.246913582086563,0.262469887733459,0.387794643640518,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.00114207086153328,0.00599612528458238,0,0,0,0,0,0,178,156.466666666667,134.2,83.7977973937988,80.2779304504395,76.7427146911621,5.595,5.67733333333333,5.819
"ERI","","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.64,86.7381935119629,84.620630645752,81.9582099914551,NA,NA,7.28666666666667
"EST","","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,18.8333333333333,14.825,23.3295854568481,16.6460433006287,14.8807800292969,1.95666666666667,2.0918,2.14
"ETH","ETHIOPIA","Ethiopia",1,0,0,0,0,3.15454562951e-05,0,0.175069540739,0.367316991091,0.763280272484,0,0,0,0,0,1,0,0,0,3,NA,0,0,0,0.00875311810523272,1.19357442855835,0,NA,5,7,0.689999997616,0,1,0,0.660377358490566,0.660377358490566,0.0174499992281,0.00403050053865,-3.75000381609e-05,0,0.1210405007,0.199658498168,0.369754999876,5.56834459305,5.75257253647,5.83773040771,31.0064620972,33.0920906067,34.0790977478,NA,NA,NA,0.00679040513933,1.09644401073,1.48218214512,0.681818181818182,0.0020000000949949,0.00173000001814216,0.000910000002477318,NA,NA,21.0526315789474,22849000,27627100,42192500,0.681,1,0,0,3,0.00884064938873053,0.040956161916256,0.155904486775398,0,1,0,1,0,0,0.692839407457285,NA,NA,NA,-0.00825273804367,-0.0271666515619,-0.0709371715784,0.000115978815301787,0.000642919447273016,0.00153515429701656,0,1,1,0,1,1,166,153.933333333333,147.2,92.282592010498,90.378254699707,87.9612144470215,5.8,5.86666666666667,6.9
"ETI","","Ethiopia(1993-)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FIN","FINLAND","Finland",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,9.5,0,0,0,0.000659210258163512,0,0,NA,2,2,0.159999996424,0,1,0,0,0.06,0.0404954999685,0.0347984991968,0.0306259989738,0,0.409375011921,0.397792994976,0.444019973278,8.45913982391,8.8899974823,9.20733547211,71.5570449829,79.0320587158,84.7750244141,2.13416647911,2.23323512077,2.36179685593,5.39113473892,5.95846557617,6.59795284271,0.2,0.311500012874603,0.455749988555908,0.527960002422333,NA,NA,59.1269841269841,4550900,4688300,4870100,NA,0,0,0,6,0.327913165092468,0.519271373748779,0.944888174533844,1,0,0,0,0,0,NA,6,0,0,-0.0103892283514,-0.00162083958276,-0.00938720628619,0.135379821062088,0.324595272541046,0.459046006202698,0,0,0,0,0,0,17,9.95,6.45,23.7790489196777,15.9794816017151,10.3197500228882,2.4091,1.6645,1.668
"FJI","FIJI","Fiji",0,NA,0,0,NA,0,0,NA,NA,0.0103461546823,NA,0,0,0,0,0,NA,1,0,NA,NA,NA,0,0,NA,0,0,NA,2,2,NA,NA,0,0,1,0.6,0.0147524997592,0.0432250015438,-0.00453749997541,0,0.290191501379,0.322990506887,0.36904501915,7.76387119293,7.94271755219,8.29978275299,60.2776947021,63.0867614746,68.886390686,1.78170919418,1.80992674828,1.9487632513,3.60965943336,4.09418439865,4.79046058655,NA,NA,0.0495500005781651,0.0795599967241287,NA,NA,13.1914893617021,NA,569300,687800,NA,NA,0,0,NA,NA,0.374846309423447,0.522099435329437,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,-0.0304048992693,-0.0366916395724,NA,0,0.00296888640150428,0,0,0,0,0,0,60.5,43.6666666666667,30,56.0066608428955,49.6914371490478,46.5918899536133,5.275,3.79533333333333,3.411
"FRN","FRANCE","France",0,0,4,0,7.56363624532e-06,3.5090909023e-06,1.21333332572e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.4375,10,0,0,0,0.0019175416091457,0.000859067193232477,0,NA,1,1,0.259999990463,1,1,0,0.115044247787611,0.115044247787611,0.0443690009415,0.0309500005096,0.0144250001758,0,0.53840649128,0.661291003227,0.713019967079,8.58372974396,9.05204772949,9.31901550293,73.6804199219,81.9395675659,86.8440475464,1.62136650085,1.75093746185,1.94161522388,5.03618574142,5.62536764145,6.58048152924,0.0918472652218782,0.246160000562668,0.216499999165535,0.195999994874001,NA,NA,92.2131147540984,48499600,52382400,54987000,0.1129,0,0,0,4,0.312639683485031,0.496756553649902,0.836197674274445,0,0,0,0,6,0,NA,6,0,6,NA,NA,NA,0.122365958988667,0.262214362621307,0.370196580886841,0,0,0,0,0,0,23.2,13.98,8.6,18.0226173400879,11.0289286613464,6.93955001831055,2.7454,2.1158,1.8508
"GAB","GABON","Gabon",1,4,0,0,0,0,0,0.000999500392936,0.00679665571079,0.0247467365116,NA,1,1,0,0,0,1,0,0,2,NA,0,0,0,0.0586659871041775,0,0,NA,6,6,0.689999997616,1,0,0,1,0.7,0.0436114966869,0.0516165010631,-0.0346509963274,0,0.166534498334,0.158474996686,0.193764999509,7.22475337982,7.89915370941,8.26436328888,52.1970596313,62.3966293335,68.299697876,NA,NA,NA,1.82730281353,3.09924125671,3.16456317902,NA,NA,0.00911999959498644,0.0190799999982119,NA,NA,6.89655172413793,784100,1053800,1185200,NA,2,0,0,4,0.0468052551150322,0.0825583636760712,0.109601758420467,0,0,0,5,0,0,NA,2,NA,NA,NA,-0.0912536233664,0.00586537411436,0.00117204443085939,0.00617289822548628,0.0198110025376081,0,0,0,0,0,0,155,130.666666666667,109.4,82.8220573425293,73.5960838317871,59.3350353240967,4.111,4.324,4.688
"GAM","GAMBIA, THE","Gambia, The",1,NA,0,0,0,0,0,NA,-0.0640387833118,0.125338926911,NA,0,0,0,0,0,NA,1,0,3,NA,NA,0,0,0,0,0,NA,2,2,0.730000019073,NA,0,0,1,0.611111111111111,0.0424975007772,0.0240219999105,-0.00129499996547,0,0.111437998712,0.230333507061,0.112965002656,6.01859331131,6.33505439758,6.52502965927,36.2234649658,40.1329154968,42.5760116577,NA,NA,0.500775277615,1.24444758892,1.84704720974,2.22530865669,NA,0,0,0.00307999993674457,NA,NA,21.1864406779661,479800,527400,733400,NA,NA,0,0,NA,0.107544809579849,0.11395525187254,0.136760294437408,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,-0.0404664874077,NA,0,0,0.0079862866550684,0,0,0,0,0,0,200,176.866666666667,144.1,88.0680892944336,85.8226905822754,83.303018951416,6.5,6.5,6.38
